156.0000000000,0.6331068561
156.0000000000,2.7284263959
208.0000000000,1.1796806035
443.0000000000,0.7763849575
485.0000000000,0.8399934758
512.0000000000,0.4341059874
556.0000000000,0.9842845327
572.0000000000,0.2986560478
838.0000000000,0.1079644548
1480.0000000000,1.0405303348
1535.0000000000,0.8291733649
1664.0000000000,0.4333786540
1664.0000000000,0.1446685388
1844.0000000000,1.2493537825
2727.0000000000,0.0086169754
3015.0000000000,0.1380619553
3127.0000000000,0.0345274061
148.0000000000,1.3343987215
208.0000000000,0.1921383396
208.0000000000,0.8721634499
1010.0000000000,0.0484770138
1816.0000000000,2.1710417699
1871.0000000000,1.2368377068
2235.0000000000,1.4411664971
2295.0000000000,0.4085801839
3015.0000000000,0.2303557717
3379.0000000000,0.5059166524
449.0000000000,10.0396301189
493.0000000000,0.4719067984
514.0000000000,1.4436382676
801.0000000000,0.7080979284
843.0000000000,0.1735587081
843.0000000000,0.1965824890
863.0000000000,2.8060629615
936.0000000000,0.8465940268
936.0000000000,1.9988806268
1242.0000000000,0.0720115218
1268.0000000000,0.9368438055
1300.0000000000,0.3322259136
1663.0000000000,0.6771088269
1663.0000000000,0.3931203931
1663.0000000000,0.9925558313
2606.0000000000,0.6661115737
2627.0000000000,0.1835168502
2651.0000000000,1.6793893130
2768.0000000000,0.0424268137
3095.0000000000,1.0807101810
3129.0000000000,0.3701790634
3500.0000000000,0.1811125485
121.0000000000,1.8709634463
395.0000000000,0.4749799304
507.0000000000,4.4292301244
507.0000000000,2.1261415525
758.0000000000,3.3018867925
871.0000000000,0.6378875538
871.0000000000,3.2549590258
944.0000000000,1.0916692474
1123.0000000000,1.0483492411
1235.0000000000,0.8441814596
1300.0000000000,0.3245211334
1300.0000000000,2.5154170724
1542.0000000000,0.0730816078
1566.0000000000,1.5753876608
2263.0000000000,0.0742880726
2295.0000000000,1.3722701029
2381.0000000000,0.0083682008
2651.0000000000,0.3611321072
93.0000000000,2.6862570496
450.0000000000,0.8229836900
450.0000000000,1.8361904762
793.0000000000,0.2290950745
835.0000000000,0.5992164093
835.0000000000,2.4879930714
1185.0000000000,0.8335979676
2403.0000000000,1.4170692432
2403.0000000000,1.9035116508
2542.0000000000,1.1620185923
2651.0000000000,0.8707300737
2981.0000000000,0.3950575775
3015.0000000000,0.3204317396
3379.0000000000,0.4149026249
51.0000000000,0.2323345618
150.0000000000,0.5072872212
208.0000000000,0.0886524823
208.0000000000,1.0258915486
415.0000000000,0.7795191598
437.0000000000,0.1643790581
467.0000000000,0.3298425002
527.0000000000,0.2977421222
572.0000000000,0.8255503669
800.0000000000,0.6209095486
910.0000000000,0.2776609171
2295.0000000000,1.0199745006
381.0000000000,6.8116263590
514.0000000000,2.1918222357
878.0000000000,2.5897495542
878.0000000000,1.8157416910
1115.0000000000,0.1660604144
1155.0000000000,1.7295471000
1155.0000000000,0.5744336570
1300.0000000000,0.8238844930
1646.0000000000,0.9054243148
2295.0000000000,0.1566364386
2295.0000000000,0.3474520185
2651.0000000000,0.2238620347
2651.0000000000,0.4581042812
2977.0000000000,0.0249937516
2991.0000000000,0.0833819728
3015.0000000000,0.0083388926
142.0000000000,0.8724011415
800.0000000000,0.0571055637
