44.0000000000,1.7491775656
44.0000000000,0.3947156436
306.0000000000,0.2584396705
306.0000000000,0.4217356042
310.0000000000,0.3989903102
436.0000000000,0.0162879713
457.0000000000,1.3453284913
471.0000000000,1.0677344011
842.0000000000,1.2158054711
1195.0000000000,0.4921092822
1570.0000000000,1.0372910416
2295.0000000000,0.6471095772
2396.0000000000,0.5378209577
150.0000000000,0.3193265114
210.0000000000,1.9307589880
210.0000000000,2.2851089588
436.0000000000,1.0397553517
486.0000000000,1.5527950311
486.0000000000,0.6879299562
576.0000000000,0.9868161364
800.0000000000,0.9001115182
842.0000000000,0.1515755884
842.0000000000,2.2514071295
911.0000000000,1.2973062304
1157.0000000000,0.9509509510
1282.0000000000,0.5957875304
1570.0000000000,0.2355118176
1665.0000000000,0.4647625486
2655.0000000000,0.9899300222
2729.0000000000,0.3511175816
3019.0000000000,0.1028718388
3129.0000000000,0.4996984578
30.0000000000,0.5481715101
104.0000000000,1.5169995426
104.0000000000,0.5750210841
210.0000000000,2.1538220551
471.0000000000,0.6543161214
471.0000000000,1.4881190495
576.0000000000,0.9286175711
842.0000000000,0.2347227843
910.0000000000,0.7173718105
910.0000000000,0.2533507682
1190.0000000000,0.4515228635
1668.0000000000,0.7276937071
2295.0000000000,0.8086028676
2295.0000000000,1.0274549436
104.0000000000,0.1906182662
471.0000000000,0.2742458240
471.0000000000,0.2917152859
842.0000000000,1.3430188361
1312.0000000000,0.2710256627
415.0000000000,3.9012590709
415.0000000000,0.1055507264
506.0000000000,3.9163817020
506.0000000000,0.9443793148
758.0000000000,1.1462450593
870.0000000000,0.2774474832
870.0000000000,0.6783719074
877.0000000000,0.6964907581
945.0000000000,1.6542991354
1137.0000000000,0.9900309385
1137.0000000000,3.0172108506
1186.0000000000,0.8644092013
1486.0000000000,1.5009788993
1486.0000000000,0.6201663505
1584.0000000000,0.7423741272
1900.0000000000,0.9647495362
2263.0000000000,4.1425148775
2295.0000000000,2.1392485002
2347.0000000000,1.3926684809
2655.0000000000,0.3211819496
2655.0000000000,1.1369173299
2770.0000000000,1.1084653912
3019.0000000000,0.2056935988
3146.0000000000,0.0329218107
3382.0000000000,0.6711409396
3382.0000000000,0.3158507190
3466.0000000000,0.2332750146
104.0000000000,2.6558265583
104.0000000000,1.6208985758
436.0000000000,0.0472329371
471.0000000000,1.0741565882
576.0000000000,0.2392726113
842.0000000000,0.3441376551
842.0000000000,0.5795701521
940.0000000000,0.1289594584
1081.0000000000,0.3153298836
1304.0000000000,0.2837914538
1570.0000000000,0.1136455881
1570.0000000000,0.1381889124
2295.0000000000,0.1873116703
2295.0000000000,0.9454126932
380.0000000000,11.2888675047
506.0000000000,6.1410788382
506.0000000000,0.7265946502
758.0000000000,0.3419575456
758.0000000000,0.7213413049
856.0000000000,1.4036243822
1143.0000000000,7.5707095768
1179.0000000000,1.3652367608
1213.0000000000,1.1115954664
1242.0000000000,0.7318501171
1276.0000000000,1.3274008157
1304.0000000000,0.4394458513
1304.0000000000,0.5316360914
1472.0000000000,0.3230168269
1508.0000000000,0.1278676194
1591.0000000000,0.8419296117
1591.0000000000,0.0075855268
1668.0000000000,0.0379420246
1668.0000000000,2.4887229740
2295.0000000000,2.3318742539
2345.0000000000,0.1913722989
2379.0000000000,0.6985707403
2379.0000000000,0.2414681262
2743.0000000000,0.1047457900
2743.0000000000,0.9598958757
3019.0000000000,1.1603028308
3129.0000000000,0.1648532806
3466.0000000000,0.4554111120
135.0000000000,5.2023541379
135.0000000000,0.9980186395
149.0000000000,0.0293621082
210.0000000000,0.0293707321
210.0000000000,3.4563962321
514.0000000000,0.0151952591
576.0000000000,1.9519752130
842.0000000000,0.9303416465
842.0000000000,0.3058343789
1157.0000000000,0.4964930255
1157.0000000000,0.4432834639
1281.0000000000,0.3973615195
1281.0000000000,0.0556615776
1304.0000000000,1.5667905023
1570.0000000000,0.9786331757
1645.0000000000,0.0816193275
3019.0000000000,0.0489955904
3255.0000000000,0.3852774818
3340.0000000000,0.4528985507
3382.0000000000,1.2506253127
101.0000000000,0.8289266829
123.0000000000,0.8285899560
123.0000000000,1.9989711178
136.0000000000,1.1221759810
210.0000000000,0.3280644199
210.0000000000,2.4129505192
443.0000000000,0.0381941792
576.0000000000,0.8085630679
842.0000000000,1.8749509689
940.0000000000,0.8465189873
1570.0000000000,0.3174603175
1898.0000000000,0.8403361345
2655.0000000000,0.7336343115
2655.0000000000,0.4860661050
2764.0000000000,0.2029385502
3019.0000000000,0.8349021855
3129.0000000000,0.4274558159
73.0000000000,0.3152539944
129.0000000000,1.2183624628
210.0000000000,4.9311315729
423.0000000000,0.5047801147
576.0000000000,1.3173188687
940.0000000000,2.1530911106
1304.0000000000,0.0712927757
1570.0000000000,0.5816269620
1645.0000000000,0.3518029903
1645.0000000000,0.2243769533
2345.0000000000,0.1283800048
2764.0000000000,0.9640311082
135.0000000000,5.2135608342
451.0000000000,2.5620496397
500.0000000000,8.5345416175
878.0000000000,4.5422101097
945.0000000000,1.5685757596
1065.0000000000,2.4787248413
1102.0000000000,0.8239700375
1186.0000000000,0.8169710284
1186.0000000000,3.4664014775
1606.0000000000,2.2293224893
1606.0000000000,0.5769792580
2404.0000000000,0.2856515052
